,Topic,question,Followers,Answers,Ratio,Engagement potential,Last action,Parsed time,Question link,answers
994,SRM-Institute-of-Science-and-Technology-1,I’ve got a rank of 27k in the SRMJEE. Should I opt for software engineering in KTR or CSE in Ramapuram?,1,1,1/1,No,Followed,2019-04-29,https://www.quora.com/I-ve-got-a-rank-of-27k-in-the-SRMJEE-Should-I-opt-for-software-engineering-in-KTR-or-CSE-in-Ramapuram,"Hi! As your senior I would definitely suggest you to join SRM KTR instead of Ramapuram campus. See there are lots of perks of studying in the main campus such as better exposure, better facilities, lots of fests, competitions etc. It's more competitive here given that there are 25k+ students just in engineering itself. So you'll be able to test yourself and hone your interests. Go for KTR. "
995,SRM-Institute-of-Science-and-Technology-1,Do we really need to pay the fees asked as demand drafts during counselling sessions of VIT and SRM university?,1,1,1/1,No,Followed,2019-04-29,https://www.quora.com/Do-we-really-need-to-pay-the-fees-asked-as-demand-drafts-during-counselling-sessions-of-VIT-and-SRM-university,"Without fees ( online or DD), you can't attend counselling. However once you go to counselling and decided not to take admission, you need not to submit the DD All d best "
996,SRM-Institute-of-Science-and-Technology-1,"Among SRM KTR, KIIT Bhubaneshwar, VIT Vellore, which one is better for a CSE/ECE /IT/Aerospace engineering?",2,2,2/2,No,Followed,2019-05-01,https://www.quora.com/Among-SRM-KTR-KIIT-Bhubaneshwar-VIT-Vellore-which-one-is-better-for-a-CSE-ECE-IT-Aerospace-engineering,Well 1st of all you need to define one branch let's go with cse and take in ECE as well all 3 are almost equal in placement and job opportunities. Things come down to personal preference and what do you want from next 4 years of your life. KIIT will provide you with best of college life and all different types of exposure if want to have it. At the same time vit will teach you how to cope with lot of pressure as among all of our friends vit is know as pressure house. 
997,SRM-Institute-of-Science-and-Technology-1,"Should I join SRM with a rank of 31k? If yes, what will be my fees for a software engineer in KTR campus?",1,1,1/1,No,Followed,2019-04-29,https://www.quora.com/Should-I-join-SRM-with-a-rank-of-31k-If-yes-what-will-be-my-fees-for-a-software-engineer-in-KTR-campus,I don't think it is worth joining at SRM because basically you won't be joining an institute for knowledge but an institute for slavery. They won't provide you with any substantial knowledge rather they will train how you can become a slave for some company after 4 years but if you insist on joining here then with a rank 31k it will cost you around 350000( if you pay them well they will give you any branch you want) per year excluding hostel fees. If you want the nominal fees then your rank should be within 5k 
998,SRM-Institute-of-Science-and-Technology-1,"What courses can I get in SRM for a rank of 22,000?",2,1,2/1,No,Followed,2019-04-29,https://www.quora.com/What-courses-can-I-get-in-SRM-for-a-rank-of-22-000,"It depends, CSE mostly will not be available other than cse, civil would be a chance or EEE "
999,SRM-Institute-of-Science-and-Technology-1,"Where should I go, SRM with a rank of 19,433 or KIIT with a rank of 10,233?",1,1,1/1,No,Followed,2019-04-30,https://www.quora.com/Where-should-I-go-SRM-with-a-rank-of-19-433-or-KIIT-with-a-rank-of-10-233,"From my opinion, u should choose KIIT with this rank…as, u got a better rank and chances are more that u can get a good branch in KIIT than SRM, so i would not suggest u to go SRM with this rank. Nd if u wanted to go SRM just look if u get a branch in SRM, Chennai then only go or else don't go.. Read!!! Comments- what u have thought?? "
1000,SRM-Institute-of-Science-and-Technology-1,"Which college should I opt for if I got a rank of 6,083 in the SRMJEEE and a rank of 35k in the VITEEE?",2,1,2/1,No,Followed,2019-05-05,https://www.quora.com/Which-college-should-I-opt-for-if-I-got-a-rank-of-6-083-in-the-SRMJEEE-and-a-rank-of-35k-in-the-VITEEE,"with your rank in viteee you haven’t opt your intrested branch, you will get the remaining seats and fee also high and you can’t get in main campus ,you will get only in other campus but in srmjeee with your rank you can get popular course in main campus with your choice "
1001,SRM-Institute-of-Science-and-Technology-1,"Which will be better, IT from SRM KTR or CSE from Symbiosis, Pune?",2,1,2/1,No,Followed,2019-04-29,https://www.quora.com/Which-will-be-better-IT-from-SRM-KTR-or-CSE-from-Symbiosis-Pune,"In my opinion, it’ll be Symbiosis, Pune. It is doing very well in developing its students and updating the course structures based on the evolving market so that the students get the head-start they require before stepping into the market. Research and have a look at all options yourself. Wish you the best! "
1002,SRM-Institute-of-Science-and-Technology-1,"Which college should I choose, SRM KTR (31k rank) or Veltech (7k rank)?",1,1,1/1,No,Followed,2019-04-29,https://www.quora.com/Which-college-should-I-choose-SRM-KTR-31k-rank-or-Veltech-7k-rank,If you are a local guy then it would be better for you to visit around campus (not the main campus) and meet the student of these two mentioned colleges and then you can choose colleges which suits you the most . Hope this will help you in finding best college.All the best for your future buddy . Do well . 
1003,SRM-Institute-of-Science-and-Technology-1,My rank in srmjee is 34800 and in viit is 128300 …where should I go?,1,2,1/2,No,Followed,2019-04-29,https://www.quora.com/My-rank-in-srmjee-is-34800-and-in-viit-is-128300-where-should-I-go,"Your ranks are too low so anywhere you go you won't get branch like CSE,ECE,IT,software,biotech etc. Civil,EE,Mech you may get. So it's upon your interest .since placement is based upon your performance so rank doesn't count there. "
1004,SRM-Institute-of-Science-and-Technology-1,My rank in srmjee is 34800 and in viit is 128300 …where should I go?,1,2,1/2,No,Followed,2019-04-29,https://www.quora.com/My-rank-in-srmjee-is-34800-and-in-viit-is-128300-where-should-I-go,Either SRM Ramapuram or VIT Bhopal. There are no other options 
1005,SRM-Institute-of-Science-and-Technology-1,What branch can I get in KIIT main campus with a 6k rank?,0,1,0/1,No,Requested,2019-04-29,https://www.quora.com/What-branch-can-I-get-in-KIIT-main-campus-with-a-6k-rank,Kiit has only one campus that is in Bhubaneswar. With 6k rank you may not get pure CSE but you can definitely get any other subject of your choice. Hope this helps!! ☺️☺️ 
1006,SRM-Institute-of-Science-and-Technology-1,"I got a 50,000 rank in SRM. Can I get into SRM in the CSE branch?",1,2,1/2,No,Followed,2019-04-29,https://www.quora.com/I-got-a-50-000-rank-in-SRM-Can-I-get-into-SRM-in-the-CSE-branch,"Probably you will get Mech, IT, Automobile etc in Srm Modinagar Campus Delhi. Its difficult to get a branch in Srm Main Campus with that rank. Apply for Srm Ramapuram. There too you may get Civil, or EEE etc.. "
1007,SRM-Institute-of-Science-and-Technology-1,"I got a 50,000 rank in SRM. Can I get into SRM in the CSE branch?",1,2,1/2,No,Followed,2019-04-29,https://www.quora.com/I-got-a-50-000-rank-in-SRM-Can-I-get-into-SRM-in-the-CSE-branch,"U can get SRM haryana with this rank But ur preference sud be —- (1. Ktr , 2. NCR ghaziabad , 3. Amrawati , 4 . RMP , 5 . VDL , 6. Haryana ) "
1008,SRM-Institute-of-Science-and-Technology-1,Is there any strict dress code for girls in SRM KTR?,2,1,2/1,No,Followed,2020-03-21,https://www.quora.com/Is-there-any-strict-dress-code-for-girls-in-SRM-KTR,"Yes, there are some dress code prescribed by the institution. Girls can't wear round neck T-shirt and sleeveless also they should always wear full jeans and no skirt and all. Where as in my first year mostly girls in my class wear round neck T-shirt but no skirt and all. There was rarely a moment when faculty advisor told them to change but didn't take any strict action, other than that no faculty ever bother to tell anything on that to anyone. "
1009,SRM-Institute-of-Science-and-Technology-1,How are the girls' hostels in SRM KTR?,3,1,3/1,No,Followed,2020-03-23,https://www.quora.com/How-are-the-girls-hostels-in-SRM-KTR,The hostel for girls at SRM University are good enough to stay. Rules are quite rigid within the hostel premises to ensure safety. The atmosphere is lively are there is no ragging of students. Though the food quality isn’t good as they don’t serve any green vegatables and the diet comprises of mostly carbohydrates which isn’t very healthy. Laundry services are provided once in a week. Free medicines and check-ups but you will have some problem to sneek out in first year … First years are required to be back by 6:30 pm. Rest are by 7:30 pm. You get a weekend ' pass' through written permission by your parents which allows you to be out on said days with your 'guradians'. Guardian being boyfriend in most cases. :-p 
1010,SRM-Institute-of-Science-and-Technology-1,"Which is better, IT from SRM KTR or CSE from SRM Ramapuram?",2,1,2/1,No,Followed,2019-04-29,https://www.quora.com/Which-is-better-IT-from-SRM-KTR-or-CSE-from-SRM-Ramapuram,if you want admission on srm than go for main campus . DO NOT take admission in Ramapuram campus. 
1011,SRM-Institute-of-Science-and-Technology-1,"Can I get CSE at SRM KTR campus with a rank of 10,931 in category A?",2,1,2/1,No,Followed,2019-04-29,https://www.quora.com/Can-I-get-CSE-at-SRM-KTR-campus-with-a-rank-of-10-931-in-category-A,Totally yeah… my rank was 10067 and got cse in category A and still 808 seats were left in ktr… and also many people were opting for CS with specialization so many seats core cse was left… and also i think cse in main campus exhausted at around 20k rank! 
1012,SRM-Institute-of-Science-and-Technology-1,Will I get information technology or ECE in SRM KTR? Do ECE students get placed in SRM with a decent package?,2,2,2/2,No,Followed,2019-04-29,https://www.quora.com/Will-I-get-information-technology-or-ECE-in-SRM-KTR-Do-ECE-students-get-placed-in-SRM-with-a-decent-package,"In my batch we have approximately 400 students in ece. it is totally up to you how you are able to secure a package.the college will only bring the company ,rest is up to your calibre "
1013,SRM-Institute-of-Science-and-Technology-1,Will I get information technology or ECE in SRM KTR? Do ECE students get placed in SRM with a decent package?,2,2,2/2,No,Followed,2019-04-29,https://www.quora.com/Will-I-get-information-technology-or-ECE-in-SRM-KTR-Do-ECE-students-get-placed-in-SRM-with-a-decent-package,"Basically placements are IT companies oriented but SRM provides you the opportunity to go for core companies and yes if you have that in you , decent job profile and good package waits for you. "
1014,SRM-Institute-of-Science-and-Technology-1,What are the possibilities of getting a core branch like mechanical engineering in SRM main campus at 2019 with a rank of 31258?,1,1,1/1,No,Followed,2019-04-29,https://www.quora.com/What-are-the-possibilities-of-getting-a-core-branch-like-mechanical-engineering-in-SRM-main-campus-at-2019-with-a-rank-of-31258,Yes you can get mechanical as well electrical branch. 
1015,SRM-Institute-of-Science-and-Technology-1,Should I join SRM Ramapuram for mechanical though there are many complaints regarding SRM?,1,4,1/4,No,Followed,2019-04-29,https://www.quora.com/Should-I-join-SRM-Ramapuram-for-mechanical-though-there-are-many-complaints-regarding-SRM,"To be unbiased I can say you if you want to study then join SRM Ramapuram campus. If you are willing to sacrifice your college life and concentrate on your carrier then you can join SRM Ramapuram beacuse it's mainly study based campus . I am also doing mechanical from Ramapuram campus and am pretty well okay with the environment, study , faculties (senior factulties ) because at the end your knowledge matters not college. If you are planning to do higher studies you can join Ramapuram campus beacuse it is in the heart of city and all the tution classes (for competitive exams ) are in T Nagar wh Continue ReadingTo be unbiased I can say you if you want to study then join SRM Ramapuram campus. If you are willing to sacrifice your college life and concentrate on your carrier then you can join SRM Ramapuram beacuse it's mainly study based campus . I am also doing mechanical from Ramapuram campus and am pretty well okay with the environment, study , faculties (senior factulties ) because at the end your knowledge matters not college. If you are planning to do higher studies you can join Ramapuram campus beacuse it is in the heart of city and all the tution classes (for competitive exams ) are in T Nagar which is just 5–7km from Ramapuram . "
1016,SRM-Institute-of-Science-and-Technology-1,Should I join SRM Ramapuram for mechanical though there are many complaints regarding SRM?,1,4,1/4,No,Followed,2019-04-29,https://www.quora.com/Should-I-join-SRM-Ramapuram-for-mechanical-though-there-are-many-complaints-regarding-SRM,"I will not recommend you to join any SRM campus for Mechanical Engineering as it is more famous for CSE, IT, SWE. So it'll be better to go for any alternate option if you have else try to take mechanical branch in SRM KTR campus. "
1017,SRM-Institute-of-Science-and-Technology-1,Can we get CSE in B.Tech SRM with a 28000 rank?,2,2,2/2,No,Followed,2019-05-02,https://www.quora.com/Can-we-get-CSE-in-B-Tech-SRM-with-a-28000-rank,"Depends if you want a seat in the main KattanKulathur campus then it's tough for streams like CSE,IT,Software Engineering,ECE but streams like Civil Engineering, Mechanical Engineering, Electrical Engineering it'll be a cakewalk. Though other branches for example Vadapalani and NCR you'll get admission in any stream of your choice. And Donation please don't run after that degree it's better to use that money on your skill development. "
1018,SRM-Institute-of-Science-and-Technology-1,Can we get CSE in B.Tech SRM with a 28000 rank?,2,2,2/2,No,Followed,2019-05-02,https://www.quora.com/Can-we-get-CSE-in-B-Tech-SRM-with-a-28000-rank,"Yes, you can easily get a seat in SRM CSE with this rank, last year i had my rank in the same category and i easily got a seat in main campus for CSE "
1019,SRM-Institute-of-Science-and-Technology-1,"Which is better, SRM Ramapuram or Chandigarh University for CSE?",0,1,0/1,No,Requested,2019-04-29,https://www.quora.com/Which-is-better-SRM-Ramapuram-or-Chandigarh-University-for-CSE,"Chandigarh University is definitely a very good option for Engineering. The placements at Chandigarh University have set high benchmarks in comparison to the other counterparts. B.Tech CSE at Chandigarh University makes you ready for the top notch companies pan India and globally as well. The placement record here is outstanding and the atmosphere to churn your talents into accolades for the institute is just unquestionable. Engineering at Chandigarh University is setting a benchmark every year that is on a subtle higher inclination. Practical teaching and learning methodology, Research oriented studies, placements from Top Notch Multinational companies and excellence centers of globally reputed firms makes Chandigarh University a stand out choice among the ones who want to give their career a free flowing and a satisfying start. It is the only university to have lodged more than 200 partnerships with foreign universities which are well reputed and are within top QS rankings. The highest package offered to the students last year at Chandigarh University was 31.7 lac. More than 500 companies including global IT giant such as Google, Microsoft, Deloitte etc. , and other renowned firms such as Amazon, Wipro, Haier, HP etc. are frequent recruiters here. Chandigarh University believes in developing students completely and not just academically and this is why the Alumni here speak tons in praises of this institute. University Institute of Engineering at Chandigarh University is the best engineering college in Punjab and draws its strength and motivation from the extraordinary support provided by top-notch multinational companies. Since inception, CU has set benchmarks for engineering education & is ranked among the top engineering colleges of North India. The dynamic hands-on experiential learning based engineering education and flexible academic model here which nurtures imagination & innovation, has enabled CU to create engineers who are able to meet the real-world demands. Talking specifically about CSE placements, the highest package offered here was 31.77 lacs in the recent placement session which was offered by Amazon and the average package offered to the students was 4.5 lacs. Chandigarh University has cultivated an environment for the development of data security and management models under the University Institute of Engineering. Collaborating with IBM, the program offers students an opportunity to understand the security issues that now plague the modern day computing architectures all over the world. Moving with the growing times, Chandigarh University has joined hands with IBM and introduced this program with an objective to insert the spirit of innovation and research in this field amongst students. Various resources directly sourced from IBM are made available to students to help them in research and development. The emergence of Data Security has resulted in the opening of various professional avenues for young professionals, creating a market ready for young IT graduates who can understand the risks involved in data security. With lucrative packages, data security has become the new professional direction for many students. Understanding the growing urgency around this field, Chandigarh University has become the first university in Punjab to collaborate with IBM to develop a course in Data Security. Please Note: Preference would be given to student on merit basis in JEE"
1020,SRM-Institute-of-Science-and-Technology-1,Has SRM KTR reduced the number of seats by removing the IT branch?,2,1,2/1,No,Followed,2019-05-09,https://www.quora.com/Has-SRM-KTR-reduced-the-number-of-seats-by-removing-the-IT-branch,No actually this year they have made a new branch I.e computer science and engineering with specialisation in information technology so no seats have been reduced 
1021,SRM-Institute-of-Science-and-Technology-1,"Which is the best for CSE: SRM, Manipal, Amrita, Symbiosis, or UPES?",2,1,2/1,No,Followed,2019-04-29,https://www.quora.com/Which-is-the-best-for-CSE-SRM-Manipal-Amrita-Symbiosis-or-UPES,"I don’t know much about other colleges listed in question. If you are interested in CSE, I recommend studying at the Amritapuri campus. The answers to following questions would be helpful; there are more answers out there by many others with their perspective. Is Amrita University, Amritapuri Campus a good place for BTech CSE?Why Amrita University, Amritapuri Campus is a good place to study CSE?Which Amrita branch is better for CSE, Amritapuri or Coimbatore?What happens in the FOSS club on the Amritapuri campus? "
1022,SRM-Institute-of-Science-and-Technology-1,Can I get into civil engineering in the SRM main campus in Category A with a 20k SRM JEE rank?,1,2,1/2,No,Requested,2019-04-29,https://www.quora.com/Can-I-get-into-civil-engineering-in-the-SRM-main-campus-in-Category-A-with-a-20k-SRM-JEE-rank,During my time in 2014 you can get a seat in civil engineering for your rank . Civil engineering seats used to finished at 30k (category 1) in 2014. But I guess now also you can get a seat for your rank in category 1 itself because most of the students will opt for computer science. All the best! 
1023,SRM-Institute-of-Science-and-Technology-1,Can I get into civil engineering in the SRM main campus in Category A with a 20k SRM JEE rank?,1,2,1/2,No,Requested,2019-04-29,https://www.quora.com/Can-I-get-into-civil-engineering-in-the-SRM-main-campus-in-Category-A-with-a-20k-SRM-JEE-rank,yes high chance 
1024,SRM-Institute-of-Science-and-Technology-1,"Can I get IT at SRM KTR campus with a rank of 17,000?",0,2,0/2,No,Requested,2019-04-29,https://www.quora.com/Can-I-get-IT-at-SRM-KTR-campus-with-a-rank-of-17-000,Of course u can...But I would recommend u to pursue CSE at the KTR campus...IT can b considered ur 2nd priority keeping in mind about the placements and opportunities provided biasedly to the CSE students more than the IT branch students. All the very best for ur future counselling and endeavors. 
1025,SRM-Institute-of-Science-and-Technology-1,"Can I get IT at SRM KTR campus with a rank of 17,000?",0,2,0/2,No,Requested,2019-04-29,https://www.quora.com/Can-I-get-IT-at-SRM-KTR-campus-with-a-rank-of-17-000,IT is no more the part of B.Tech core in ktr campus. You can opt BTech CSE with specialisation in IT which added this year only. 
1026,SRM-Institute-of-Science-and-Technology-1,Will I get a seat in CS in SRM with a rank of 15K?,3,1,3/1,No,Followed,2019-04-29,https://www.quora.com/Will-I-get-a-seat-in-CS-in-SRM-with-a-rank-of-15K,Yaa.. U will get cse in ktr campus... All the best 
1027,SRM-Institute-of-Science-and-Technology-1,Is the SRM KTR campus the main campus?,1,1,1/1,No,Followed,2019-04-29,https://www.quora.com/Is-the-SRM-KTR-campus-the-main-campus,Yes KTR is the main campus…. 
1028,SRM-Institute-of-Science-and-Technology-1,How is BASLP at SRM? Is it worth joining there?,1,1,1/1,No,Followed,2019-04-29,https://www.quora.com/How-is-BASLP-at-SRM-Is-it-worth-joining-there,"Hey Priya BASLP is quite old program offered at KTR campus and it depends on you with which college you are comparing this program. SRM at one end having Medical college and students getting into BASLP would get the benefits as well. Again it’s tough to get admission as they have only few seats available for this program. If you don’t have any better option available than srm, I would suggest you to join srm without any doubt. Good luck. "
1029,SRM-Institute-of-Science-and-Technology-1,"Can I get CSE at SRM Kattankulathur with a rank of 10,542?",3,2,3/2,No,Followed,2019-04-29,https://www.quora.com/Can-I-get-CSE-at-SRM-Kattankulathur-with-a-rank-of-10-542,Hi Arun You are at borderline when it comes to get the CSE at KTR campus. Good luck. 
1030,SRM-Institute-of-Science-and-Technology-1,"Can I get CSE at SRM Kattankulathur with a rank of 10,542?",3,2,3/2,No,Followed,2019-04-29,https://www.quora.com/Can-I-get-CSE-at-SRM-Kattankulathur-with-a-rank-of-10-542,"No you can't get that's very low rank for CSE but EEE,Mech,civil you can get easily. "
1031,SRM-Institute-of-Science-and-Technology-1,Is it true that IT has been removed from the SRM main campus?,1,1,1/1,No,Followed,2019-04-29,https://www.quora.com/Is-it-true-that-IT-has-been-removed-from-the-SRM-main-campus,Only SRM main campus has closed the IT branch because it went in cse with speacilization. There are five types of speacilization. 
1032,SRM-Institute-of-Science-and-Technology-1,Can I get admission into IT or CSE in SRM if I have 54% in 12th and I have a rank of 17000 in SRMJEEE?,1,2,1/2,No,Followed,2019-04-28,https://www.quora.com/Can-I-get-admission-into-IT-or-CSE-in-SRM-if-I-have-54-in-12th-and-I-have-a-rank-of-17000-in-SRMJEEE,"Hi. I presume your score of 54% is in PCM. Since you are less than 60% limit, you are not eligible. However you may still approach their office with a request and I was told that they consider if your ranking is good. Try and all the best "
1033,SRM-Institute-of-Science-and-Technology-1,Can I get admission into IT or CSE in SRM if I have 54% in 12th and I have a rank of 17000 in SRMJEEE?,1,2,1/2,No,Followed,2019-04-28,https://www.quora.com/Can-I-get-admission-into-IT-or-CSE-in-SRM-if-I-have-54-in-12th-and-I-have-a-rank-of-17000-in-SRMJEEE,With 17k u will not get ktr campus cse but u may try for NCR ghaziabad campus cse 
1034,SRM-Institute-of-Science-and-Technology-1,"Which college should I choose for automobile engineering if I have the option of MIT Manipal, SRM Kattankulathur, KIIT Bhubaneswar, VIT Vellore, and HITS?",1,3,1/3,No,Followed,2019-04-28,https://www.quora.com/Which-college-should-I-choose-for-automobile-engineering-if-I-have-the-option-of-MIT-Manipal-SRM-Kattankulathur-KIIT-Bhubaneswar-VIT-Vellore-and-HITS,i cant speak for other colleges but SRM doesn’t have teachers in automobile and neither do we have good placements for them but what we do have is amazing amount of racing teams and these are all passionate souls endeavoring for the same goal and you will find yourself right at home with them. You can look them up: Conrods racing(Baja) Camber racing Hybrutos Racing 4ZE racing enigmatic plodder(Quad) Team 1.618 Elecruisers(Electric Baja) Solareon Infieon Supermileage P.S:some companies like Daimler directly&exclusively recruit people who have been part of these teams. 
1035,SRM-Institute-of-Science-and-Technology-1,"Which college should I choose for automobile engineering if I have the option of MIT Manipal, SRM Kattankulathur, KIIT Bhubaneswar, VIT Vellore, and HITS?",1,3,1/3,No,Followed,2019-04-28,https://www.quora.com/Which-college-should-I-choose-for-automobile-engineering-if-I-have-the-option-of-MIT-Manipal-SRM-Kattankulathur-KIIT-Bhubaneswar-VIT-Vellore-and-HITS,"Ur preference sud be 1.MIT 2.SRM KTR or VIT VELLORE But if u have fee issues ur preference sud be SRM = VITMIT(Pls avoid KIIT or HITS , these two r not in race ) "
1036,SRM-Institute-of-Science-and-Technology-1,I got 2080 rank in SRMJEE. Should I attend the counselling?,1,2,1/2,No,Followed,2019-04-29,https://www.quora.com/I-got-2080-rank-in-SRMJEE-Should-I-attend-the-counselling,"Surely u sud attend counselling , their bright chance of cse at ktr campus for u , CSE at ktr is well known across the nation for it's excellent placements with almost all companies visiting the campus each year with good package offer . If ur not getting into IIT’s, old NIT’s , BITS then u sud not miss the counselling "
1037,SRM-Institute-of-Science-and-Technology-1,Which college between SRM University and KIIT is better for B.Tech?,3,3,3/3,No,Followed,2019-04-29,https://www.quora.com/Which-college-between-SRM-University-and-KIIT-is-better-for-B-Tech,"Choose the nearer, both are fraud engineering colleges because they do not offer these facilities to its students.How can you say that these are different engineering colleges ? The owners of all such engineering colleges are the same set of people.All the graduates from such private colleges are shifted as clerks in the companies owned by the college owners. 2–3 LPA"
1038,SRM-Institute-of-Science-and-Technology-1,Which college between SRM University and KIIT is better for B.Tech?,3,3,3/3,No,Followed,2019-04-29,https://www.quora.com/Which-college-between-SRM-University-and-KIIT-is-better-for-B-Tech,"Without doubt SRM is far better than KIIT in all prospects (placement , lab infrastructure , year of establishment , students crowd , placement stats , alumni base ) "
1039,SRM-Institute-of-Science-and-Technology-1,"What should I do, pursuing information technology at SRM Kattankulathur or CS at SRM Ramapuram?",1,1,1/1,No,Followed,2019-04-28,https://www.quora.com/What-should-I-do-pursuing-information-technology-at-SRM-Kattankulathur-or-CS-at-SRM-Ramapuram,"Hi Arun As per the latest offering by SRM university, they have closed the BTech IT from KTR campus and converted it into BTech CSE with IT as specialisation. So here you have option to opt CSE at KTR or Ramapuram campus only. So based on this fact main campus would be always better than their branch campus. If you need further information you can ping me. Good luck. "
1040,SRM-Institute-of-Science-and-Technology-1,What branch can I get in the main campus with a rank of 21k in SRMJEEE (I'm not interested in CS or IT)?,1,1,1/1,No,Followed,2019-04-28,https://www.quora.com/What-branch-can-I-get-in-the-main-campus-with-a-rank-of-21k-in-SRMJEEE-Im-not-interested-in-CS-or-IT,"You can go for ECE ,EE,mechanical,civil,chemical,biotech,aeronautical engg etc.There are many courses for you. "
1041,SRM-Institute-of-Science-and-Technology-1,"Is SMIT worth joining for CSE or will MUJ be a better option? I am getting CSE in SRM KTR, MUJ, and SMIT.",2,3,2/3,No,Followed,2019-08-07,https://www.quora.com/Is-SMIT-worth-joining-for-CSE-or-will-MUJ-be-a-better-option-I-am-getting-CSE-in-SRM-KTR-MUJ-and-SMIT,"SMIT is not worth doing engineering as the placement cell is not good and also they teach outdated syllabus. Half of the computers in lab don't even work. There are taachers like GHATAK and many others who can't even write a calculator program in C. There is no exposure, no industry visit, no internship is provided by College. I would suggest you to go for another College. If you doubt my words, go take admission and experience it yourself. "
1042,SRM-Institute-of-Science-and-Technology-1,"Is SMIT worth joining for CSE or will MUJ be a better option? I am getting CSE in SRM KTR, MUJ, and SMIT.",2,3,2/3,No,Followed,2019-08-07,https://www.quora.com/Is-SMIT-worth-joining-for-CSE-or-will-MUJ-be-a-better-option-I-am-getting-CSE-in-SRM-KTR-MUJ-and-SMIT,SRM is what you make of it 
1043,SRM-Institute-of-Science-and-Technology-1,Will I get into the IT stream in SRM KTR with a 25k ranking?,2,2,2/2,No,Followed,2019-04-28,https://www.quora.com/Will-I-get-into-the-IT-stream-in-SRM-KTR-with-a-25k-ranking,Hi Arpan It would be tough to get CSE in KTR campus with this rank. You would have other campus options with this rank range though. You can attend the counselling and check what all option available at that time before making the decision. If you need any help you can ping me as well. Good luck 
1044,SRM-Institute-of-Science-and-Technology-1,"What is the expected branch for a KIIT 2019 rank of 14,539?",1,1,1/1,No,Followed,2019-04-28,https://www.quora.com/What-is-the-expected-branch-for-a-KIIT-2019-rank-of-14-539,At rank of 14539 you may or may not get ETC Branch.. For rankings upto 10000 u are eligible for CS branch where you can get an Varieties like CS IT CSSE CSCE etc… You can get branches like .. ELECTRONICS & TELE COMM. ENGINEERING ELECTRICAL AND ELECTRONIC ENG. ELECTRICAL & COMP. SC. ENG ELECTRICAL ENGINEERING MECHANICAL ENGINEERING AEROSPACE ENGINEERING AUTOMOBILE ENGINEERING CIVIL ENGINEERING.. AND IF ANY BRANCH LEFT.. THANKS.. Please upvote 
1045,SRM-Institute-of-Science-and-Technology-1,Is it important to pay the full fee of the 2nd year starting at SRM University?,1,1,1/1,No,Followed,2019-04-28,https://www.quora.com/Is-it-important-to-pay-the-full-fee-of-the-2nd-year-starting-at-SRM-University,"Yeah obviously,otherwise they will not allow you to sit in the exams. And if you have some financial problem you can consult you class incharge about it or you can search some scholarships. Thank you "
1046,SRM-Institute-of-Science-and-Technology-1,Is it worth taking admission in SRM KTR campus for mechanical or electrical branch?,0,1,0/1,No,Requested,2019-04-28,https://www.quora.com/Is-it-worth-taking-admission-in-SRM-KTR-campus-for-mechanical-or-electrical-branch,"Yes, it is worth taking admission in the ECE and mechanical is worth admission as apart from the studies there are many clubs and a number of state if art labs, which fascilitates your practical knowledge and helps you stand apart. To know more about the college and upcoming events download SRMPEDIA. "
1047,SRM-Institute-of-Science-and-Technology-1,"What branches are open to me for an SRMJEEE rank of 35101? Is it advisable to join SRM, considering all the allegations of abuse and hooligans?",0,1,0/1,No,Requested,2019-04-28,https://www.quora.com/What-branches-are-open-to-me-for-an-SRMJEEE-rank-of-35101-Is-it-advisable-to-join-SRM-considering-all-the-allegations-of-abuse-and-hooligans,"If u will ask me then I would strictly say no to such private clgs Me with 15k rank in srm ,15k in muoet ,5k in kiit nd 40k in vitee denied all clgs even though I was getting core branch in main campus coz first of all wt matters is fees ,after that as high class ppl easily get admission there even without exam so falling into addiction had a grt possibility,so my suggestion for u will be avoid it nd try for some gov clgs or private which have reasonable fees "
1048,SRM-Institute-of-Science-and-Technology-1,Which is the nearest metro station to SRM University Ghaziabad? What are the conveyances available to reach from the metro station to the campus? I'm a resident of Delhi.,2,2,2/2,No,Followed,2019-04-28,https://www.quora.com/Which-is-the-nearest-metro-station-to-SRM-University-Ghaziabad-What-are-the-conveyances-available-to-reach-from-the-metro-station-to-the-campus-Im-a-resident-of-Delhi,"Nearest metro station to SRM University is Shaheed Sthal(New Bus Stand). After deboarding at this station, you will get shared autos n buses to the university. There you just have to ask someone for the autos to Moradnagar/Modinagar. Or I will suggest you to get the bus to Modinagar directly from Kaushambi bus stand to reach the university. Hope, this will help you. "
1049,SRM-Institute-of-Science-and-Technology-1,Can a 17689 rank get me ECE at SRM main campus?,1,1,1/1,No,Followed,2019-04-28,https://www.quora.com/Can-a-17689-rank-get-me-ECE-at-SRM-main-campus,chances r less but u can try 
1050,SRM-Institute-of-Science-and-Technology-1,"Can I get CSE in the SRM main campus (Kattankulathur) with a rank of 8,500 in the SRMJEEE 2019?",1,3,1/3,No,Followed,2019-04-28,https://www.quora.com/Can-I-get-CSE-in-the-SRM-main-campus-Kattankulathur-with-a-rank-of-8-500-in-the-SRMJEEE-2019,Try your best you MAY get ! No sure you can easily get into IT ! Not much difference between CS and IT. Hope you get it ! Cheers !! 
