,id_review,rating,compound,Sentiment,pred,temp_pred,fin_pred,score
ChdDSUhNMG9nS0VJQ0FnSUNnbDlIQzdBRRAB,,5.0,1.5,Positive,5,5.0,5,6.0
ChZDSUhNMG9nS0VJQ0FnSURRaDZlZk9REAE,,5.0,1.5,Positive,5,5.0,5,6.0
ChRDSUhNMG9nS0VJQ0FnSUN3eGJZRxAB,Not a good place ,1.0,-0.3412,Negative,2,1.5,1,2.3176
ChdDSUhNMG9nS0VJQ0FnSUNna2JqeTd3RRAB,,3.0,1.5,Positive,5,3.0,3,6.0
ChdDSUhNMG9nS0VJQ0FnSURnNTRPM3pnRRAB,,5.0,1.5,Positive,5,5.0,5,6.0
ChZDSUhNMG9nS0VJQ0FnSUNnOXZMSk5BEAE,(Translated by Google) How many percentage of Arab students in this university ??  (Original) كم عدد نسبه الطلاب العرب في هذه الجامعه؟؟,1.0,0.3939,Positive,3,2.0,2,3.7878
ChZDSUhNMG9nS0VJQ0FnSURReHBmeVRBEAE,,4.0,1.5,Positive,5,4.0,4,6.0
ChdDSUhNMG9nS0VJQ0FnSUNRdllHbXJnRRAB,,5.0,1.5,Positive,5,5.0,5,6.0
ChZDSUhNMG9nS0VJQ0FnSUNROHMzNEN3EAE,,4.0,1.5,Positive,5,4.0,4,6.0
ChdDSUhNMG9nS0VJQ0FnSURRcDdIZG1BRRAB,It's the worst college. Currently not even issuing degree certificates.,1.0,-0.6249,Negative,1,1.0,1,1.7502
ChZDSUhNMG9nS0VJQ0FnSUNRcjZXT1lBEAE,,5.0,1.5,Positive,5,5.0,5,6.0
ChdDSUhNMG9nS0VJQ0FnSURBenVQYW1RRRAB,,1.0,1.5,Positive,5,1.0,1,6.0
ChdDSUhNMG9nS0VJQ0FnSURBOE1hNGpBRRAB,,1.0,1.5,Positive,5,1.0,1,6.0
ChZDSUhNMG9nS0VJQ0FnSUNRbjVXUlZBEAE,Best place for learning. But ROI is not big for MBA.,5.0,0.3818,Positive,3,4.0,4,3.7636
ChZDSUhNMG9nS0VJQ0FnSUN3d29mWWRnEAE,,1.0,1.5,Positive,5,1.0,1,6.0
ChZDSUhNMG9nS0VJQ0FnSUNBa0tENVhBEAE,"The worst college with a notorious ownership.  Its a shame that the owner brothers are destroying the bright careers of many students. God shall never have any mercy on the university owners.  Students, Beware of colleges or university owned by more than one owners!👎this is one of them👎",1.0,-0.9022,Negative,1,1.0,1,1.1956
ChZDSUhNMG9nS0VJQ0FnSUNnMXNUMk9BEAE,,2.0,1.5,Positive,5,2.0,2,6.0
ChZDSUhNMG9nS0VJQ0FnSUNROU1lMU9nEAE,,5.0,1.5,Positive,5,5.0,5,6.0
ChdDSUhNMG9nS0VJQ0FnSURRaHFtYmlnRRAB,,1.0,1.5,Positive,5,1.0,1,6.0
ChZDSUhNMG9nS0VJQ0FnSURRejczMGRREAE,The college administration is in a total mess. Please know ur sources and apply on the right site.. They are running 2 sites and.. 2 admissions happening for one college.. No one is ready to clarify what is happening...,1.0,0.022,Neutral,3,2.0,2,3.044
ChdDSUhNMG9nS0VJQ0FnSUNBbXQteHVBRRAB,"#5 reasons that make this college worst----- 1. Unstable mangement  2. Weak faculty 3. High fee but low education quality.. 4. No sports facility 5. Wrost location 6. Wrost hostel food 7. High pilferage  8. Low maintenance  9. Weak placement 10. Future of college is bleak..  Still you want to take admission, go and piss yourself like me..",1.0,-0.9437,Negative,1,1.0,1,1.1126
ChZDSUhNMG9nS0VJQ0FnSUNRM3BqNWZBEAE,,4.0,1.5,Positive,5,4.0,4,6.0
ChZDSUhNMG9nS0VJQ0FnSURBd2EzOUpnEAE,only money making university ! :( you can  buy attendance starting from 2500! thats cool  only for rich brats !,1.0,0.5962,Positive,4,2.5,2,4.1924
ChZDSUhNMG9nS0VJQ0FnSURRaWNXb2NREAE,Dabba college!!,1.0,0.0,Neutral,2,1.5,1,3.0
ChdDSUhNMG9nS0VJQ0FnSUN3ejRURy1nRRAB,"Guys this university sucks both brother are playing with student career  Don't even think to join ,they have taken 50000 from me as admission and still I am confused that when will class start and where. Mr.ali,kavitha Madhusudan,and few member had  conducted my interview and they ask me to pay 50k ,later on when I went to central campus.some other rulling management is there and they told me that my admission is fake. Guys please stop ur transaction if u are doing first of all visit campus. I am victim and hope no one else be further",1.0,-0.6808,Negative,1,1.0,1,1.6384
ChZDSUhNMG9nS0VJQ0FnSURnbE1TaE9REAE,Place where all academic things of alliance university take place...nice staff,4.0,0.0,Neutral,2,3.0,3,3.0
ChZDSUhNMG9nS0VJQ0FnSURBNGVTY0xnEAE,Alliance university excellent good campus,5.0,0.765,Positive,4,4.5,5,4.53
ChdDSUhNMG9nS0VJQ0FnSUN3eWFTUzhRRRAB,Most most most most...... 3rd class b school  plz dont take admission . Hostel food standard  is very  poor quality... Management only know  how 2 earn money,1.0,-0.4754,Negative,2,1.5,1,2.0492
ChZDSUhNMG9nS0VJQ0FnSURBaS1ySktBEAE,"Guys, please don't get trapped with their advertisement or counselor who took admission.  Earlier, It got a call for PGDM course. So, I was thinking of getting enrolled. But after knowing the situation in college, I step backward. If you see, there are two websites both are trying to enroll students. What if one under which you enrolled is fake. College will not treat that fee submission that you did.  Please be aware before you think about taking admission...",1.0,-0.3714,Negative,2,1.5,1,2.2572
ChZDSUhNMG9nS0VJQ0FnSUNRcnZQX1pnEAE,,5.0,1.5,Positive,5,5.0,5,6.0
ChRDSUhNMG9nS0VJQ0FnSUNBNjRjYhAB,,1.0,1.5,Positive,5,1.0,1,6.0
ChdDSUhNMG9nS0VJQ0FnSUN3dU15cDB3RRAB,,5.0,1.5,Positive,5,5.0,5,6.0
ChdDSUhNMG9nS0VJQ0FnSURBOS1YQ3d3RRAB,,1.0,1.5,Positive,5,1.0,1,6.0
ChdDSUhNMG9nS0VJQ0FnSUNRMTVTMHFnRRAB,The best university,5.0,0.6369,Positive,4,4.5,5,4.2738
ChdDSUhNMG9nS0VJQ0FnSURBczdyVHh3RRAB,,5.0,1.5,Positive,5,5.0,5,6.0
ChZDSUhNMG9nS0VJQ0FnSUN3aE1EdUxBEAE,,5.0,1.5,Positive,5,5.0,5,6.0
ChZDSUhNMG9nS0VJQ0FnSUNRbS1DZ1F3EAE,,1.0,1.5,Positive,5,1.0,1,6.0
ChdDSUhNMG9nS0VJQ0FnSURBcWFITzdBRRAB,,5.0,1.5,Positive,5,5.0,5,6.0
ChdDSUhNMG9nS0VJQ0FnSUNRLXFiZWlnRRAB,This is very worst University there is lots of issues and they only earn money and they spoil students.,1.0,-0.659,Negative,1,1.0,1,1.682
ChdDSUhNMG9nS0VJQ0FnSUNBNzY2T253RRAB,,1.0,1.5,Positive,5,1.0,1,6.0
ChdDSUhNMG9nS0VJQ0FnSUNBMHI3QzFBRRAB,,1.0,1.5,Positive,5,1.0,1,6.0
ChZDSUhNMG9nS0VJQ0FnSUN3ajRhelFBEAE,,2.0,1.5,Positive,5,2.0,2,6.0
ChZDSUhNMG9nS0VJQ0FnSUNRM01yWU9BEAE,Worst experience in this university. It a request and a advice to other people don't get admission in this university. Nothing is constant in this university just think twice if you are getting admission there.,1.0,-0.6249,Negative,1,1.0,1,1.7502
ChdDSUhNMG9nS0VJQ0FnSUNRNzlDWDVBRRAB,Infrastructure was good but due to some internal politics it lost the fame faculty was avg and placements​ are good,2.0,0.7717,Positive,4,3.0,3,4.5434
ChdDSUhNMG9nS0VJQ0FnSURBME5PT2lnRRAB,,5.0,1.5,Positive,5,5.0,5,6.0
ChZDSUhNMG9nS0VJQ0FnSUN3a2FxRmVBEAE,,5.0,1.5,Positive,5,5.0,5,6.0
ChZDSUhNMG9nS0VJQ0FnSUNBd0t5SVZREAE,,4.0,1.5,Positive,5,4.0,4,6.0
ChZDSUhNMG9nS0VJQ0FnSUN3ODZiRFR3EAE,"Very costly tuition fee. Very expensive education and quality of education is also low. Placement is a hoax. There is hardly anybody at the reception to take the call. Lastly, very bad behaviour from the personnel.",1.0,-0.8265,Negative,1,1.0,1,1.347
ChZDSUhNMG9nS0VJQ0FnSUN3MGFmOU9BEAE,,5.0,1.5,Positive,5,5.0,5,6.0
ChdDSUhNMG9nS0VJQ0FnSUNRME1LNzBBRRAB,,5.0,1.5,Positive,5,5.0,5,6.0
ChdDSUhNMG9nS0VJQ0FnSUNRNXFHS25RRRAB,,5.0,1.5,Positive,5,5.0,5,6.0
ChdDSUhNMG9nS0VJQ0FnSUN3cHFiTmpRRRAB,,5.0,1.5,Positive,5,5.0,5,6.0
ChdDSUhNMG9nS0VJQ0FnSUNRMHFXdzRBRRAB,"Alliance University is the best university, If you are getting a chance or thinking to take admission then don’t waste time on thinking, just go there visit the campus, meet the faculty, checkout the library, hostels, and exposure around you. I can bet you, you will definitely going to take admission after visiting; I was a student of 2012-2016 batch, currently working in Chandigarh in OATI. I am very happy when I was there. Good to go…",5.0,0.9184,Positive,4,4.5,5,4.8368
ChdDSUhNMG9nS0VJQ0FnSURneV8zMC13RRAB,,5.0,1.5,Positive,5,5.0,5,6.0
ChZDSUhNMG9nS0VJQ0FnSUNRb2FfaU9REAE,Alliance university is one of the fastest growing universities throughout India. It has achieved so much popularity that even foreign students come to this university for graduation. This university has gained so much popularity through their hard work and encouraging the individual skills of the students.,5.0,0.9195,Positive,4,4.5,5,4.839
ChdDSUhNMG9nS0VJQ0FnSURBc29QQmlnRRAB,"Great infrastructure , great faculty! They are going through a rough time....but will recover soon......just one thing...that this place is located way to far off from the city",4.0,0.8588,Positive,4,4.0,4,4.7176
ChZDSUhNMG9nS0VJQ0FnSURRcExDMlVBEAE,,1.0,1.5,Positive,5,1.0,1,6.0
ChdDSUhNMG9nS0VJQ0FnSUNRMU1pSnR3RRAB,"Amazing college... Had a great time....!! Great professor, education And infrastructure... :)",5.0,0.9484,Positive,4,4.5,5,4.8968
ChdDSUhNMG9nS0VJQ0FnSUNna2VLWXR3RRAB,,5.0,1.5,Positive,5,5.0,5,6.0
ChdDSUhNMG9nS0VJQ0FnSUNBNE9La3h3RRAB,,5.0,1.5,Positive,5,5.0,5,6.0
ChdDSUhNMG9nS0VJQ0FnSURBcjduYV93RRAB,I am the ex student of this university.....university is horrible from last 6 month....,1.0,-0.5423,Negative,1,1.0,1,1.9154
ChdDSUhNMG9nS0VJQ0FnSUNRZ09tYnZRRRAB,"If you’re worried about the placements, don’t be. If you work hard and study smartly, you’ll get placed easily since this university has a really good placement percentage (around 85%). The college facilitates attractive internships for its students as well, like the cyber crime cell, Nuclear Power Corporation of India, Steel Authority of India, and many more.",4.0,0.8313,Positive,4,4.0,4,4.6626
ChZDSUhNMG9nS0VJQ0FnSURBMHBhdFZnEAE,,5.0,1.5,Positive,5,5.0,5,6.0
ChZDSUhNMG9nS0VJQ0FnSURRemJEQkhnEAE,,1.0,1.5,Positive,5,1.0,1,6.0
ChZDSUhNMG9nS0VJQ0FnSUNnX0lEV0lREAE,,2.0,1.5,Positive,5,2.0,2,6.0
ChZDSUhNMG9nS0VJQ0FnSUN3bjh6REtREAE,,1.0,1.5,Positive,5,1.0,1,6.0
ChdDSUhNMG9nS0VJQ0FnSURnZ2RqNXpRRRAB,,4.0,1.5,Positive,5,4.0,4,6.0
ChdDSUhNMG9nS0VJQ0FnSURnc3JEZTdnRRAB,,4.0,1.5,Positive,5,4.0,4,6.0
ChdDSUhNMG9nS0VJQ0FnSUN3ME9hRHpnRRAB,Good campus,5.0,0.4404,Positive,3,4.0,4,3.8808
ChdDSUhNMG9nS0VJQ0FnSUNRblpmRmlnRRAB,"It was one of the best universities. But not now. We have no idea what's going on in the University. But learned a big lesson, money can buy anything. We had best faculties , quality of education and placement. Now nothing!",3.0,0.784,Positive,4,3.5,4,4.568
ChdDSUhNMG9nS0VJQ0FnSURBd3BTQXZRRRAB,,3.0,1.5,Positive,5,3.0,3,6.0
ChZDSUhNMG9nS0VJQ0FnSUNnbWVqclR3EAE,,3.0,1.5,Positive,5,3.0,3,6.0
ChZDSUhNMG9nS0VJQ0FnSURnZ2EyVExnEAE,"I had done my bachelor's degree from Alliance University. And I had  quite good experience there. Classes with an interactive environment have helped me polish my communication skills. I can confidently make independent business decisions as well as play in a team. Playing socially is important to develop oneself into a confident and happy professional, which is needed in the business world.  Alliance university has a number of co-curricular activities that make sure you’re not ‘all work and no play’.",5.0,0.9623,Positive,4,4.5,5,4.9246
ChZDSUhNMG9nS0VJQ0FnSUNRZ2JuZlBnEAE,,5.0,1.5,Positive,5,5.0,5,6.0
ChZDSUhNMG9nS0VJQ0FnSUNnaHF6aklnEAE,,1.0,1.5,Positive,5,1.0,1,6.0
ChZDSUhNMG9nS0VJQ0FnSURncXFPTWNREAE,"A career in a traditional Indian dance isn’t considered as an achievement by some. Thankfully, Alliance University does not hold such archaic and old-school beliefs. I was surprised to see that a tech-savvy university has a department for performing arts. My excitement knew no bounds when I got to know about the sophisticated and well-structured syllabus of the diploma in Bahratnatyam. It’ll expose you deeply to the technical details of the dance along with practical skills. Other than Bharatnatyam, students can also enroll themselves in Carnatic vocals and also Kuchipudi. Right now, I am successfully running my own dance studio where traditional and contemporary dance forms are taught with finesse.",4.0,0.8979,Positive,4,4.0,4,4.7958
ChdDSUhNMG9nS0VJQ0FnSURBLW9hSl9nRRAB,,5.0,1.5,Positive,5,5.0,5,6.0
ChZDSUhNMG9nS0VJQ0FnSUNBcTZueEJREAE,"As per my experience the university is very nice if you looks the infrastructure ,but the faculties were less experienced and there is an on going family feud  as regard of property .  The students those are  perusing various courses in in trouble and panic because of the changes of faculty and administrative staff day by day. Due to the special act of private university government also not able to  interfere to re instate the stability of the college. As per my assumption Dr Madhugar Angur who he is claiming the designation of the chancellor of the university is good educationalist and capable to lead the university as he haves a good vision but is character also seems to be so pathetic as his family life is totally a failure. but government is trying  to control such private universities by entering in their affairs by changing the law for that they are in preparation of amendment of bill related to the private universities .no one can say is that  movement form the government  can resolve all the issues after all these all are affect adversely students those are already enrolled their. Karnataka High court also in a recent observation asked the management to gave the details of student of the university and schedule of all the semester examination and all. So as per my opinion  to choose this university at this stage is a risk and it will bring more tension to students as well as the parents.",1.0,-0.8211,Negative,1,1.0,1,1.3578
ChdDSUhNMG9nS0VJQ0FnSURndkp6UHNBRRAB,"Worst experience I had in my entire life a huge mistake I made this university is not worth. Tell me which university has 2 Chancellor, 2 registrar, 2 vice Chancellor it's a big mess created here. God should help students to some how complete their career in this university. Can't even give one star also because there is no option for 0 stars.",1.0,-0.5812,Negative,1,1.0,1,1.8376
ChdDSUhNMG9nS0VJQ0FnSUNnNV8tbzRBRRAB,Best college in India.So far my experience is very good.Such a warm and friendly environment. Several industry experts came here time to time for the expert lecture on latest industry trends.,2.0,0.8612,Positive,4,3.0,3,4.7224
ChdDSUhNMG9nS0VJQ0FnSUN3OHJlQWtnRRAB,The faculty is encouraging and supportive.The students get a number of opportunities to do internships in various companies.  Faculty always take great responsibility for doubt clearing in any subjects. The college infrastructure is very good.Overall placement of the college is very good.,4.0,0.902,Positive,4,4.0,4,4.804
ChdDSUhNMG9nS0VJQ0FnSUNBOXRia2lnRRAB,,1.0,1.5,Positive,5,1.0,1,6.0
ChdDSUhNMG9nS0VJQ0FnSUNBNTgtQW1BRRAB,,1.0,1.5,Positive,5,1.0,1,6.0
ChZDSUhNMG9nS0VJQ0FnSUN3dmFDTUJ3EAE,"I am very thankful to Alliance University for giving wings to my future.My teachers showed me the way to success.Their teaching methodology is best in India.I have got ample opportunities while doing my graduation not only in academics but also in cultural activities.You can also get global exposure, as they have very good International connections.",4.0,0.8976,Positive,4,4.0,4,4.7951999999999995
ChdDSUhNMG9nS0VJQ0FnSUNRNzdDdTdRRRAB,"Fake university ,frauds and 96 scams and management sucks money from you ,worst college pls dont join n dont ruin your life guys",1.0,-0.9362,Negative,1,1.0,1,1.1276
ChdDSUhNMG9nS0VJQ0FnSURBeHMzWG1nRRAB,The most useless university troubling students,1.0,-0.7818,Negative,1,1.0,1,1.4364
ChZDSUhNMG9nS0VJQ0FnSUNnMmZETEhnEAE,,1.0,1.5,Positive,5,1.0,1,6.0
ChdDSUhNMG9nS0VJQ0FnSURBcHRxYnFnRRAB,,5.0,1.5,Positive,5,5.0,5,6.0
ChZDSUhNMG9nS0VJQ0FnSUNnMDZYN0p3EAE,,4.0,1.5,Positive,5,4.0,4,6.0
ChZDSUhNMG9nS0VJQ0FnSURBZzlXeUJBEAE,,5.0,1.5,Positive,5,5.0,5,6.0
ChZDSUhNMG9nS0VJQ0FnSUNnMGV2eFZREAE,,1.0,1.5,Positive,5,1.0,1,6.0
ChZDSUhNMG9nS0VJQ0FnSUN3OC1yY1BREAE,Nice college,5.0,0.4215,Positive,3,4.0,4,3.843
ChZDSUhNMG9nS0VJQ0FnSUN3dXJuWUpBEAE,,4.0,1.5,Positive,5,4.0,4,6.0
ChdDSUhNMG9nS0VJQ0FnSUNBa1pyeDFRRRAB,,1.0,1.5,Positive,5,1.0,1,6.0
ChZDSUhNMG9nS0VJQ0FnSUNRdTctTGF3EAE,,5.0,1.5,Positive,5,5.0,5,6.0
ChdDSUhNMG9nS0VJQ0FnSUNRMU1UTDh3RRAB,,5.0,1.5,Positive,5,5.0,5,6.0
ChdDSUhNMG9nS0VJQ0FnSUNRdzlXaGtRRRAB,,5.0,1.5,Positive,5,5.0,5,6.0
ChZDSUhNMG9nS0VJQ0FnSUNnenZmQmRBEAE,,5.0,1.5,Positive,5,5.0,5,6.0
ChdDSUhNMG9nS0VJQ0FnSUNBaXFiNTl3RRAB,,5.0,1.5,Positive,5,5.0,5,6.0
ChZDSUhNMG9nS0VJQ0FnSUNBZ05qdGFREAE,,5.0,1.5,Positive,5,5.0,5,6.0
ChdDSUhNMG9nS0VJQ0FnSUNRd2M3Ri1BRRAB,,5.0,1.5,Positive,5,5.0,5,6.0
ChZDSUhNMG9nS0VJQ0FnSUNBMEx1bldnEAE,Best 2 years of my student life,5.0,0.6369,Positive,4,4.5,5,4.2738
ChdDSUhNMG9nS0VJQ0FnSURRZ2N2RF9nRRAB,,5.0,1.5,Positive,5,5.0,5,6.0
ChdDSUhNMG9nS0VJQ0FnSUN3OGE3WTNBRRAB,,4.0,1.5,Positive,5,4.0,4,6.0
ChZDSUhNMG9nS0VJQ0FnSUNBaWF6bVV3EAE,,5.0,1.5,Positive,5,5.0,5,6.0
ChdDSUhNMG9nS0VJQ0FnSUNnNk1HYTlnRRAB,"Just don't fall for the infrastructure. The campus of the university is too good and attractive, but the coaching for B.Tech is not at all good. The Chancellor of the university had clashed and they postponed the exams according to their wish. NEVER CHOOSE THIS FOR ENGINEERING",1.0,0.2826,Positive,3,2.0,2,3.5652
ChdDSUhNMG9nS0VJQ0FnSUNBMkpibGxRRRAB,,5.0,1.5,Positive,5,5.0,5,6.0
ChdDSUhNMG9nS0VJQ0FnSURRdW83SjB3RRAB,,5.0,1.5,Positive,5,5.0,5,6.0
ChdDSUhNMG9nS0VJQ0FnSUNBcEx2X3JBRRAB,,4.0,1.5,Positive,5,4.0,4,6.0
ChZDSUhNMG9nS0VJQ0FnSURROXJQblp3EAE,,5.0,1.5,Positive,5,5.0,5,6.0
ChdDSUhNMG9nS0VJQ0FnSURBZ01XcXZnRRAB,,5.0,1.5,Positive,5,5.0,5,6.0
ChZDSUhNMG9nS0VJQ0FnSUNRcGI3OUJREAE,University with good infrastructure and  campus,4.0,0.4404,Positive,3,3.5,4,3.8808
ChRDSUhNMG9nS0VJQ0FnSURBbC1wUxAB,Stayed near this college once upon a time.,5.0,0.0,Neutral,2,3.5,4,3.0
ChZDSUhNMG9nS0VJQ0FnSURRcWRYOVVREAE,Super place ... student can enjoy there life .. ,5.0,0.7964,Positive,4,4.5,5,4.5928
ChdDSUhNMG9nS0VJQ0FnSURBMlpQR29RRRAB,,1.0,1.5,Positive,5,1.0,1,6.0
ChdDSUhNMG9nS0VJQ0FnSUN3cUstd3RRRRAB,,4.0,1.5,Positive,5,4.0,4,6.0
ChdDSUhNMG9nS0VJQ0FnSURRdE5Xb3ZnRRAB,,4.0,1.5,Positive,5,4.0,4,6.0
ChdDSUhNMG9nS0VJQ0FnSUNRczctUHF3RRAB,"Very nice campus, nice facility and Greenary ",4.0,0.7316,Positive,4,4.0,4,4.4632000000000005
ChZDSUhNMG9nS0VJQ0FnSURBN2NmdlpnEAE,,5.0,1.5,Positive,5,5.0,5,6.0
ChZDSUhNMG9nS0VJQ0FnSUNRdjYtNWJBEAE,,5.0,1.5,Positive,5,5.0,5,6.0
ChdDSUhNMG9nS0VJQ0FnSUN3NWVEVTBRRRAB,Good campus. Excellent faculty. Away from the hustles of Bangalore City.,4.0,0.765,Positive,4,4.0,4,4.53
ChZDSUhNMG9nS0VJQ0FnSURnNk9iRkFREAE,(Translated by Google) Awsm Infrastructure  (Original) Awsm Infrastructure ,5.0,0.3182,Positive,3,4.0,4,3.6364
ChZDSUhNMG9nS0VJQ0FnSURnNV9LMWFBEAE,"Very far from city, no direct connectivity. One has to know the different bus route to reach here. If you don't mind spending then hire a Cab, which is costly. Taxi service like uber or ola does not operate here.",2.0,0.0,Neutral,2,2.0,2,3.0
ChdDSUhNMG9nS0VJQ0FnSUNROGVYazhnRRAB,,5.0,1.5,Positive,5,5.0,5,6.0
ChdDSUhNMG9nS0VJQ0FnSURBaExLVXJnRRAB,The place to know the real management.  ,5.0,0.0,Neutral,2,3.5,4,3.0
ChZDSUhNMG9nS0VJQ0FnSUNBcmZEMmZ3EAE,,4.0,1.5,Positive,5,4.0,4,6.0
ChZDSUhNMG9nS0VJQ0FnSURBODhhUVF3EAE,,5.0,1.5,Positive,5,5.0,5,6.0
ChdDSUhNMG9nS0VJQ0FnSUNRbF9yRjlnRRAB,,4.0,1.5,Positive,5,4.0,4,6.0
ChdDSUhNMG9nS0VJQ0FnSURBX0ttQjlRRRAB,,5.0,1.5,Positive,5,5.0,5,6.0
ChdDSUhNMG9nS0VJQ0FnSURBaXRHQXRnRRAB,,4.0,1.5,Positive,5,4.0,4,6.0
ChZDSUhNMG9nS0VJQ0FnSURnd19DZ1BnEAE,,5.0,1.5,Positive,5,5.0,5,6.0
ChZDSUhNMG9nS0VJQ0FnSURBa192emFBEAE,,5.0,1.5,Positive,5,5.0,5,6.0
ChdDSUhNMG9nS0VJQ0FnSUNnaE1TaHVBRRAB,,4.0,1.5,Positive,5,4.0,4,6.0
ChdDSUhNMG9nS0VJQ0FnSUN3LU5tdXZBRRAB,,2.0,1.5,Positive,5,2.0,2,6.0
ChZDSUhNMG9nS0VJQ0FnSURRbklxTVV3EAE,,4.0,1.5,Positive,5,4.0,4,6.0
ChdDSUhNMG9nS0VJQ0FnSUNnaE1EYzl3RRAB,,4.0,1.5,Positive,5,4.0,4,6.0
ChdDSUhNMG9nS0VJQ0FnSUN3LWFUdWdRRRAB,,4.0,1.5,Positive,5,4.0,4,6.0
ChZDSUhNMG9nS0VJQ0FnSUNRamFpUlJnEAE,,5.0,1.5,Positive,5,5.0,5,6.0
ChZDSUhNMG9nS0VJQ0FnSUN3OS1yd0tREAE,,5.0,1.5,Positive,5,5.0,5,6.0
ChdDSUhNMG9nS0VJQ0FnSUN3dmZDOG5RRRAB,,5.0,1.5,Positive,5,5.0,5,6.0
ChZDSUhNMG9nS0VJQ0FnSUNBejhiSVBBEAE,"Campus is great; infrastructure great; teaching average; events awesome; administration decent; sports goodish decent, hostel okay, power and Wi-Fi can be a problem at times; people - sycophantic and two faced; food - there are two places, a food count and a   food lounge, food court is horrible but the lounge is great with a few pool table and bean bags. The one star for being so remote.",5.0,0.8922,Positive,4,4.5,5,4.7844
ChdDSUhNMG9nS0VJQ0FnSUN3c3RYZHNBRRAB,No.1 collage in Banglore,5.0,0.0,Neutral,2,3.5,4,3.0
ChZDSUhNMG9nS0VJQ0FnSUNRanFIbFdnEAE,,5.0,1.5,Positive,5,5.0,5,6.0
ChZDSUhNMG9nS0VJQ0FnSURneC1PLUdBEAE,Good college for management ,3.0,0.4404,Positive,3,3.0,3,3.8808
ChdDSUhNMG9nS0VJQ0FnSUN3dTQ3Uzl3RRAB,,5.0,1.5,Positive,5,5.0,5,6.0
ChZDSUhNMG9nS0VJQ0FnSURnN0pDVVNBEAE,,4.0,1.5,Positive,5,4.0,4,6.0
ChdDSUhNMG9nS0VJQ0FnSURBd01tbm9nRRAB,Super university,5.0,0.5994,Positive,4,4.5,5,4.1988
ChdDSUhNMG9nS0VJQ0FnSUNndXEzbnlBRRAB,(Translated by Google) good place  (Original) good plaats,1.0,0.7964,Positive,4,2.5,2,4.5928
ChZDSUhNMG9nS0VJQ0FnSUNRdTRiZlZ3EAE,,4.0,1.5,Positive,5,4.0,4,6.0
ChdDSUhNMG9nS0VJQ0FnSUNnMWUzbTdBRRAB,I am from chennai .. I wanna know How is the Online Executive program EPGDM offered in Alliance? is it valuable ? or would you suggest me go for a local college? DO you get good Job opportunities after doing this course ?,4.0,0.8611,Positive,4,4.0,4,4.7222
ChZDSUhNMG9nS0VJQ0FnSUNnaE1HYktREAE,,5.0,1.5,Positive,5,5.0,5,6.0
ChdDSUhNMG9nS0VJQ0FnSUN3anJuVS1BRRAB,Wonderful environment for study,5.0,0.5719,Positive,4,4.5,5,4.1438
ChZDSUhNMG9nS0VJQ0FnSUNBX0lISmRnEAE,,4.0,1.5,Positive,5,4.0,4,6.0
ChZDSUhNMG9nS0VJQ0FnSURBMW9TS1dnEAE,,5.0,1.5,Positive,5,5.0,5,6.0
ChZDSUhNMG9nS0VJQ0FnSURnLTdhd1pREAE,,5.0,1.5,Positive,5,5.0,5,6.0
ChdDSUhNMG9nS0VJQ0FnSURBa3FlZjlnRRAB,Good to persue MBA from Alliance B-School,4.0,0.4404,Positive,3,3.5,4,3.8808
ChZDSUhNMG9nS0VJQ0FnSURneHZyUVNREAE,,5.0,1.5,Positive,5,5.0,5,6.0
ChZDSUhNMG9nS0VJQ0FnSUNnXzRfR1FBEAE,,5.0,1.5,Positive,5,5.0,5,6.0
ChZDSUhNMG9nS0VJQ0FnSUNRXy0tYlZREAE,Ok ,5.0,0.296,Positive,3,4.0,4,3.592
ChdDSUhNMG9nS0VJQ0FnSURRNk9iSnBnRRAB,Whatever's  ,5.0,0.0,Neutral,2,3.5,4,3.0
ChZDSUhNMG9nS0VJQ0FnSURnM1l2QlhREAE,,1.0,1.5,Positive,5,1.0,1,6.0
ChdDSUhNMG9nS0VJQ0FnSUN3NDVPempnRRAB,,1.0,1.5,Positive,5,1.0,1,6.0
ChdDSUhNMG9nS0VJQ0FnSURBanMzMnhBRRAB,,5.0,1.5,Positive,5,5.0,5,6.0
ChZDSUhNMG9nS0VJQ0FnSURnbk1fS05BEAE,,5.0,1.5,Positive,5,5.0,5,6.0
ChZDSUhNMG9nS0VJQ0FnSUN3dWZyVlNBEAE,I just love the infrastructure.... Peaceful...... I can actually click nice pictures here.... :p😛,4.0,0.9042,Positive,4,4.0,4,4.8084
ChZDSUhNMG9nS0VJQ0FnSURRd1ppalRnEAE,"Campus is great; infrastructure great; teaching average; events awesome; administration decent; sports goodish decent (no swimming pool! Bummer :| ) hostel okay, power and WiFi can be a problem at times; people - sycophantic and two faced; food - there are two places, a food count and a   food lounge, food court is horrible but the lounge is great with a few pool table and bean bags. The one star for being soo remote. ",4.0,0.8733,Positive,4,4.0,4,4.7466
ChZDSUhNMG9nS0VJQ0FnSUNncHBIbERBEAE,,4.0,1.5,Positive,5,4.0,4,6.0
ChdDSUhNMG9nS0VJQ0FnSURndTk3M3dBRRAB,,1.0,1.5,Positive,5,1.0,1,6.0
ChdDSUhNMG9nS0VJQ0FnSURRNWF2Q2tRRRAB,,5.0,1.5,Positive,5,5.0,5,6.0
ChZDSUhNMG9nS0VJQ0FnSURBaC02VE9REAE,Best university ,5.0,0.6369,Positive,4,4.5,5,4.2738
